              Water-Water_0.90          -0.2253772280105295     
              Water-Water_0.95         -0.23403472209020038     
              Water-Water_1.00          -0.2308365059402604     
              Water-Water_1.05         -0.22068931058993257     
              Water-Water_1.10         -0.20684452843988765     
              Water-Water_1.25         -0.16006740448983692     
              Water-Water_1.50         -0.09801499714058082     
              Water-Water_2.00         -0.03978426835010396     
               Water-MeOH_0.90         -0.24555712667961416     
               Water-MeOH_0.95         -0.25701696228998117     
               Water-MeOH_1.00          -0.2548860126503314     
               Water-MeOH_1.05         -0.24463387658988722     
               Water-MeOH_1.10         -0.22991706314996918     
               Water-MeOH_1.25         -0.17848602919048062     
               Water-MeOH_1.50          -0.1085870777301352     
               Water-MeOH_2.00          -0.0424902587797078     
              Water-MeNH2_0.90         -0.32919195241038324     
              Water-MeNH2_0.95          -0.3378703444509483     
              Water-MeNH2_1.00         -0.33167610503051037     
              Water-MeNH2_1.05         -0.31648530795109764     
              Water-MeNH2_1.10         -0.29633562600110963     
              Water-MeNH2_1.25          -0.2283147296907373     
              Water-MeNH2_1.50         -0.13698117233116136     
              Water-MeNH2_2.00          -0.0514243670909309     
            Water-Peptide_0.90         -0.35764865506052956     
            Water-Peptide_0.95          -0.3709531236404473     
            Water-Peptide_1.00          -0.3682889344904652     
            Water-Peptide_1.05          -0.3557564677598748     
            Water-Peptide_1.10         -0.33748721709935126     
            Water-Peptide_1.25          -0.2713897383805488     
            Water-Peptide_1.50         -0.17525437111044084     
            Water-Peptide_2.00         -0.06509307736951087     
                MeOH-MeOH_0.90          -0.2478189246103284     
                MeOH-MeOH_0.95           -0.261702896409588     
                MeOH-MeOH_1.00          -0.2611909671295507     
                MeOH-MeOH_1.05          -0.2519429602998571     
                MeOH-MeOH_1.10         -0.23776190456010227     
                MeOH-MeOH_1.25         -0.18626631031020224     
                MeOH-MeOH_1.50          -0.1144048807600484     
                MeOH-MeOH_2.00        -0.045055342910018226     
               MeOH-MeNH2_0.90         -0.34604257650107684     
               MeOH-MeNH2_0.95         -0.36093726824083205     
               MeOH-MeNH2_1.00           -0.358220915320544     
               MeOH-MeNH2_1.05          -0.3445815217405652     
               MeOH-MeNH2_1.10         -0.32465826913039564     
               MeOH-MeNH2_1.25          -0.2532247057110908     
               MeOH-MeNH2_1.50         -0.15330747295092806     
               MeOH-MeNH2_2.00          -0.0575779379710184     
             MeOH-Peptide_0.90         -0.36312429506006083     
             MeOH-Peptide_0.95          -0.3792594364990691     
             MeOH-Peptide_1.00          -0.3782096461195579     
             MeOH-Peptide_1.05           -0.366352800959703     
             MeOH-Peptide_1.10         -0.34810892879022504     
             MeOH-Peptide_1.25         -0.28006182079980135     
             MeOH-Peptide_1.50         -0.16637495652912548     
             MeOH-Peptide_2.00         -0.04921460177001791     
               MeOH-Water_0.90         -0.22321785734993682     
               MeOH-Water_0.95         -0.23447775911017743     
               MeOH-Water_1.00          -0.2330748435001624     
               MeOH-Water_1.05         -0.22411438778954107     
               MeOH-Water_1.10           -0.211002181949425     
               MeOH-Water_1.25          -0.1647954505801863     
               MeOH-Water_1.50         -0.10171314987974256     
               MeOH-Water_2.00         -0.04135667423952327     
               MeNH2-MeOH_0.90          -0.1297914117299115     
               MeNH2-MeOH_0.95         -0.13847201341968685     
               MeNH2-MeOH_1.00         -0.13757417255010296     
               MeNH2-MeOH_1.05          -0.1311923318803565     
               MeNH2-MeOH_1.10         -0.12195041740005763     
